mapping_id,colloquial_expression,mapped_standard_terms,mapped_issue,mapped_domain,source_node_ids,confidence,review_status,notes
mapping_0456795e151c,What must authority do about collect data?,"[""transfer"", ""collect data"", ""transfer data"", ""authority"", ""business"", ""data protection"", ""offence"", ""personal data"", ""consent"", ""data subject"", ""data controller"", ""obtain consent""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0889_ast"", ""companies_act_1967_c8232023ef_chunk_1046_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0029_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0037_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0056_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0061_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0062_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0007_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0141_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_a3ac4c8e3d3a,What must authority do about comply with obligation?,"[""comply with obligation"", ""authority"", ""business"", ""liability"", ""offence"", ""retain records"", ""relevant person"", ""relevant company"", ""notify"", ""personal data"", ""data protection"", ""data subject""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0127_ast"", ""companies_act_1967_c8232023ef_chunk_0131_ast"", ""companies_act_1967_c8232023ef_chunk_0150_ast"", ""companies_act_1967_c8232023ef_chunk_0176_ast"", ""companies_act_1967_c8232023ef_chunk_0184_ast"", ""companies_act_1967_c8232023ef_chunk_0201_ast"", ""companies_act_1967_c8232023ef_chunk_0207_ast"", ""companies_act_1967_c8232023ef_chunk_0326_ast"", ""companies_act_1967_c8232023ef_chunk_0372_ast"", ""companies_act_1967_c8232023ef_chunk_0373_ast"", ""companies_act_1967_c8232023ef_chunk_0385_ast"", ""companies_act_1967_c8232023ef_chunk_0522_ast"", ""companies_act_1967_c8232023ef_chunk_0548_ast"", ""companies_act_1967_c8232023ef_chunk_0557_ast"", ""companies_act_1967_c8232023ef_chunk_0588_ast"", ""companies_act_1967_c8232023ef_chunk_0632_ast"", ""companies_act_1967_c8232023ef_chunk_0658_ast"", ""companies_act_1967_c8232023ef_chunk_0661_ast"", ""companies_act_1967_c8232023ef_chunk_0673_ast"", ""companies_act_1967_c8232023ef_chunk_0677_ast"", ""companies_act_1967_c8232023ef_chunk_0681_ast"", ""companies_act_1967_c8232023ef_chunk_0690_ast"", ""companies_act_1967_c8232023ef_chunk_0691_ast"", ""companies_act_1967_c8232023ef_chunk_0692_ast"", ""companies_act_1967_c8232023ef_chunk_0696_ast"", ""companies_act_1967_c8232023ef_chunk_0697_ast"", ""companies_act_1967_c8232023ef_chunk_0699_ast"", ""companies_act_1967_c8232023ef_chunk_0738_ast"", ""companies_act_1967_c8232023ef_chunk_0811_ast"", ""companies_act_1967_c8232023ef_chunk_0880_ast"", ""companies_act_1967_c8232023ef_chunk_0896_ast"", ""companies_act_1967_c8232023ef_chunk_0906_ast"", ""companies_act_1967_c8232023ef_chunk_0910_ast"", ""companies_act_1967_c8232023ef_chunk_0912_ast"", ""companies_act_1967_c8232023ef_chunk_0913_ast"", ""companies_act_1967_c8232023ef_chunk_0914_ast"", ""companies_act_1967_c8232023ef_chunk_0921_ast"", ""companies_act_1967_c8232023ef_chunk_0936_ast"", ""companies_act_1967_c8232023ef_chunk_0937_ast"", ""companies_act_1967_c8232023ef_chunk_0992_ast"", ""companies_act_1967_c8232023ef_chunk_1017_ast"", ""companies_act_1967_c8232023ef_chunk_1028_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0067_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0070_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0095_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0096_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0001_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0116_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0148_ast"", ""document_ba5049f6a2_chunk_0007_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_84bfc2310c6b,What must authority do about disclose data?,"[""disclosure"", ""individual"", ""offence"", ""liability"", ""disclose data"", ""authority"", ""consent"", ""obtain consent"", ""comply with obligation"", ""business"", ""data protection"", ""personal data""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0015_ast"", ""companies_act_1967_c8232023ef_chunk_0101_ast"", ""companies_act_1967_c8232023ef_chunk_0225_ast"", ""companies_act_1967_c8232023ef_chunk_0499_ast"", ""companies_act_1967_c8232023ef_chunk_0527_ast"", ""companies_act_1967_c8232023ef_chunk_0909_ast"", ""companies_act_1967_c8232023ef_chunk_0995_ast"", ""companies_act_1967_c8232023ef_chunk_0997_ast"", ""companies_act_1967_c8232023ef_chunk_1020_ast"", ""companies_act_1967_c8232023ef_chunk_1083_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0105_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0005_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0027_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0145_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0146_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_10e954d596e1,What must authority do about notify?,"[""offence"", ""notify"", ""authority"", ""business"", ""consent"", ""data protection"", ""corporation"", ""consumer protection"", ""filed"", ""financial year"", ""foreign company"", ""retain records""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0010_ast"", ""companies_act_1967_c8232023ef_chunk_0017_ast"", ""companies_act_1967_c8232023ef_chunk_0050_ast"", ""companies_act_1967_c8232023ef_chunk_0054_ast"", ""companies_act_1967_c8232023ef_chunk_0089_ast"", ""companies_act_1967_c8232023ef_chunk_0107_ast"", ""companies_act_1967_c8232023ef_chunk_0113_ast"", ""companies_act_1967_c8232023ef_chunk_0115_ast"", ""companies_act_1967_c8232023ef_chunk_0116_ast"", ""companies_act_1967_c8232023ef_chunk_0180_ast"", ""companies_act_1967_c8232023ef_chunk_0349_ast"", ""companies_act_1967_c8232023ef_chunk_0351_ast"", ""companies_act_1967_c8232023ef_chunk_0553_ast"", ""companies_act_1967_c8232023ef_chunk_0560_ast"", ""companies_act_1967_c8232023ef_chunk_0561_ast"", ""companies_act_1967_c8232023ef_chunk_0562_ast"", ""companies_act_1967_c8232023ef_chunk_0654_ast"", ""companies_act_1967_c8232023ef_chunk_0657_ast"", ""companies_act_1967_c8232023ef_chunk_0663_ast"", ""companies_act_1967_c8232023ef_chunk_0665_ast"", ""companies_act_1967_c8232023ef_chunk_0721_ast"", ""companies_act_1967_c8232023ef_chunk_0727_ast"", ""companies_act_1967_c8232023ef_chunk_0898_ast"", ""companies_act_1967_c8232023ef_chunk_0939_ast"", ""companies_act_1967_c8232023ef_chunk_0993_ast"", ""companies_act_1967_c8232023ef_chunk_1107_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0011_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0094_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0154_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0154_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_f99cfdb8e648,What must authority do about obtain consent?,"[""consent"", ""liability"", ""obtain consent"", ""authority"", ""business"", ""data protection"", ""notify"", ""comply with obligation"", ""offence"", ""officer who is in default"", ""organisation"", ""individual""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0170_ast"", ""companies_act_1967_c8232023ef_chunk_0171_ast"", ""companies_act_1967_c8232023ef_chunk_0189_ast"", ""companies_act_1967_c8232023ef_chunk_0191_ast"", ""companies_act_1967_c8232023ef_chunk_0312_ast"", ""companies_act_1967_c8232023ef_chunk_0314_ast"", ""companies_act_1967_c8232023ef_chunk_0317_ast"", ""companies_act_1967_c8232023ef_chunk_0319_ast"", ""companies_act_1967_c8232023ef_chunk_0320_ast"", ""companies_act_1967_c8232023ef_chunk_0439_ast"", ""companies_act_1967_c8232023ef_chunk_0559_ast"", ""companies_act_1967_c8232023ef_chunk_0722_ast"", ""companies_act_1967_c8232023ef_chunk_0836_ast"", ""companies_act_1967_c8232023ef_chunk_0892_ast"", ""companies_act_1967_c8232023ef_chunk_0900_ast"", ""companies_act_1967_c8232023ef_chunk_0901_ast"", ""companies_act_1967_c8232023ef_chunk_0930_ast"", ""companies_act_1967_c8232023ef_chunk_0931_ast"", ""companies_act_1967_c8232023ef_chunk_1040_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0042_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0073_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0153_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_11256ef1ed0d,What must authority do about process data?,"[""liability"", ""Authority"", ""Authority’s website"", ""banking corporation"", ""borrowing corporation"", ""process data"", ""non-public interest company"", ""public interest company"", ""notify"", ""authority"", ""business"", ""consent""]",unknown,digital governance,"[""companies_act_1967_c8232023ef_chunk_0046_ast"", ""companies_act_1967_c8232023ef_chunk_0719_ast"", ""companies_act_1967_c8232023ef_chunk_0720_ast"", ""document_318a65d5a2_chunk_0001_ast"", ""document_318a65d5a2_chunk_0002_ast"", ""document_318a65d5a2_chunk_0003_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_6311655b38aa,What must authority do about retain records?,"[""retain records"", ""authority"", ""business"", ""electronic transactions"", ""offence"", ""accounting transaction"", ""organisation"", ""individual"", ""data protection""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0021_ast"", ""companies_act_1967_c8232023ef_chunk_0111_ast"", ""companies_act_1967_c8232023ef_chunk_0112_ast"", ""companies_act_1967_c8232023ef_chunk_0234_ast"", ""companies_act_1967_c8232023ef_chunk_0446_ast"", ""companies_act_1967_c8232023ef_chunk_0680_ast"", ""companies_act_1967_c8232023ef_chunk_0746_ast"", ""companies_act_1967_c8232023ef_chunk_0918_ast"", ""companies_act_1967_c8232023ef_chunk_0922_ast"", ""companies_act_1967_c8232023ef_chunk_0923_ast"", ""companies_act_1967_c8232023ef_chunk_1027_ast"", ""companies_act_1967_c8232023ef_chunk_1049_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0068_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_aefbeba1c3f4,What must authority do about transfer data?,"[""transfer"", ""transfer data"", ""authority"", ""business"", ""data protection"", ""comply with obligation"", ""retain records"", ""non-electronic medium"", ""notify"", ""offence"", ""notice of transfer of registration"", ""place of incorporation""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0039_ast"", ""companies_act_1967_c8232023ef_chunk_0109_ast"", ""companies_act_1967_c8232023ef_chunk_0110_ast"", ""companies_act_1967_c8232023ef_chunk_0132_ast"", ""companies_act_1967_c8232023ef_chunk_0134_ast"", ""companies_act_1967_c8232023ef_chunk_0139_ast"", ""companies_act_1967_c8232023ef_chunk_0140_ast"", ""companies_act_1967_c8232023ef_chunk_0155_ast"", ""companies_act_1967_c8232023ef_chunk_0291_ast"", ""companies_act_1967_c8232023ef_chunk_0334_ast"", ""companies_act_1967_c8232023ef_chunk_0388_ast"", ""companies_act_1967_c8232023ef_chunk_0389_ast"", ""companies_act_1967_c8232023ef_chunk_0392_ast"", ""companies_act_1967_c8232023ef_chunk_0394_ast"", ""companies_act_1967_c8232023ef_chunk_0395_ast"", ""companies_act_1967_c8232023ef_chunk_0404_ast"", ""companies_act_1967_c8232023ef_chunk_0766_ast"", ""companies_act_1967_c8232023ef_chunk_0767_ast"", ""companies_act_1967_c8232023ef_chunk_0787_ast"", ""companies_act_1967_c8232023ef_chunk_0873_ast"", ""companies_act_1967_c8232023ef_chunk_0875_ast"", ""companies_act_1967_c8232023ef_chunk_0876_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_7cf2cdf99ad4,What must business do about collect data?,"[""personal data"", ""disclosure"", ""data subject"", ""collect data"", ""disclose data"", ""business"", ""data protection"", ""data controller"", ""comply with obligation"", ""address-harvesting software"", ""applicable message"", ""applicable telephone number""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0003_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0005_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0006_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0100_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0048_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0122_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0167_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_78045bbe3f70,What must business do about comply with obligation?,"[""offence"", ""liability"", ""comply with obligation"", ""notify"", ""business"", ""retain records"", ""Recording of resolutions passed by written"", ""directors’ statement"", ""appointed day""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0009_ast"", ""companies_act_1967_c8232023ef_chunk_0036_ast"", ""companies_act_1967_c8232023ef_chunk_0086_ast"", ""companies_act_1967_c8232023ef_chunk_0091_ast"", ""companies_act_1967_c8232023ef_chunk_0092_ast"", ""companies_act_1967_c8232023ef_chunk_0224_ast"", ""companies_act_1967_c8232023ef_chunk_0360_ast"", ""companies_act_1967_c8232023ef_chunk_0361_ast"", ""companies_act_1967_c8232023ef_chunk_0368_ast"", ""companies_act_1967_c8232023ef_chunk_0369_ast"", ""companies_act_1967_c8232023ef_chunk_0370_ast"", ""companies_act_1967_c8232023ef_chunk_0377_ast"", ""companies_act_1967_c8232023ef_chunk_0441_ast"", ""companies_act_1967_c8232023ef_chunk_0448_ast"", ""companies_act_1967_c8232023ef_chunk_0466_ast"", ""companies_act_1967_c8232023ef_chunk_0486_ast"", ""companies_act_1967_c8232023ef_chunk_0530_ast"", ""companies_act_1967_c8232023ef_chunk_0558_ast"", ""companies_act_1967_c8232023ef_chunk_0587_ast"", ""companies_act_1967_c8232023ef_chunk_0592_ast"", ""companies_act_1967_c8232023ef_chunk_0629_ast"", ""companies_act_1967_c8232023ef_chunk_0631_ast"", ""companies_act_1967_c8232023ef_chunk_0645_ast"", ""companies_act_1967_c8232023ef_chunk_0669_ast"", ""companies_act_1967_c8232023ef_chunk_0674_ast"", ""companies_act_1967_c8232023ef_chunk_0675_ast"", ""companies_act_1967_c8232023ef_chunk_0689_ast"", ""companies_act_1967_c8232023ef_chunk_0693_ast"", ""companies_act_1967_c8232023ef_chunk_0702_ast"", ""companies_act_1967_c8232023ef_chunk_0709_ast"", ""companies_act_1967_c8232023ef_chunk_0710_ast"", ""companies_act_1967_c8232023ef_chunk_0736_ast"", ""companies_act_1967_c8232023ef_chunk_0751_ast"", ""companies_act_1967_c8232023ef_chunk_0758_ast"", ""companies_act_1967_c8232023ef_chunk_0803_ast"", ""companies_act_1967_c8232023ef_chunk_0805_ast"", ""companies_act_1967_c8232023ef_chunk_0831_ast"", ""companies_act_1967_c8232023ef_chunk_0832_ast"", ""companies_act_1967_c8232023ef_chunk_0871_ast"", ""companies_act_1967_c8232023ef_chunk_0883_ast"", ""companies_act_1967_c8232023ef_chunk_0894_ast"", ""companies_act_1967_c8232023ef_chunk_0895_ast"", ""companies_act_1967_c8232023ef_chunk_0947_ast"", ""companies_act_1967_c8232023ef_chunk_0960_ast"", ""companies_act_1967_c8232023ef_chunk_0964_ast"", ""companies_act_1967_c8232023ef_chunk_0966_ast"", ""companies_act_1967_c8232023ef_chunk_0967_ast"", ""companies_act_1967_c8232023ef_chunk_0968_ast"", ""companies_act_1967_c8232023ef_chunk_0969_ast"", ""companies_act_1967_c8232023ef_chunk_0970_ast"", ""companies_act_1967_c8232023ef_chunk_0971_ast"", ""companies_act_1967_c8232023ef_chunk_0972_ast"", ""companies_act_1967_c8232023ef_chunk_0973_ast"", ""companies_act_1967_c8232023ef_chunk_0974_ast"", ""companies_act_1967_c8232023ef_chunk_0975_ast"", ""companies_act_1967_c8232023ef_chunk_0976_ast"", ""companies_act_1967_c8232023ef_chunk_0978_ast"", ""companies_act_1967_c8232023ef_chunk_0982_ast"", ""companies_act_1967_c8232023ef_chunk_0988_ast"", ""companies_act_1967_c8232023ef_chunk_0989_ast"", ""companies_act_1967_c8232023ef_chunk_1038_ast"", ""companies_act_1967_c8232023ef_chunk_1039_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_2355941475d6,What must business do about disclose data?,"[""disclosure"", ""liability"", ""disclose data"", ""business"", ""data protection"", ""consent"", ""offence"", ""obtain consent"", ""comply with obligation"", ""transfer"", ""transfer data"", ""retain records""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0016_ast"", ""companies_act_1967_c8232023ef_chunk_0102_ast"", ""companies_act_1967_c8232023ef_chunk_0258_ast"", ""companies_act_1967_c8232023ef_chunk_0272_ast"", ""companies_act_1967_c8232023ef_chunk_0287_ast"", ""companies_act_1967_c8232023ef_chunk_0479_ast"", ""companies_act_1967_c8232023ef_chunk_0490_ast"", ""companies_act_1967_c8232023ef_chunk_0526_ast"", ""companies_act_1967_c8232023ef_chunk_0528_ast"", ""companies_act_1967_c8232023ef_chunk_0533_ast"", ""companies_act_1967_c8232023ef_chunk_0534_ast"", ""companies_act_1967_c8232023ef_chunk_0535_ast"", ""companies_act_1967_c8232023ef_chunk_0538_ast"", ""companies_act_1967_c8232023ef_chunk_0539_ast"", ""companies_act_1967_c8232023ef_chunk_0668_ast"", ""companies_act_1967_c8232023ef_chunk_0846_ast"", ""companies_act_1967_c8232023ef_chunk_0959_ast"", ""companies_act_1967_c8232023ef_chunk_0977_ast"", ""companies_act_1967_c8232023ef_chunk_0984_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0039_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0066_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0168_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_2b075a5b8eb1,What must business do about notify?,"[""notify"", ""business"", ""consumer protection""]",consent_requirement,unknown,"[""companies_act_1967_c8232023ef_chunk_0019_ast"", ""companies_act_1967_c8232023ef_chunk_0300_ast"", ""companies_act_1967_c8232023ef_chunk_0302_ast"", ""companies_act_1967_c8232023ef_chunk_0362_ast"", ""companies_act_1967_c8232023ef_chunk_0363_ast"", ""companies_act_1967_c8232023ef_chunk_0364_ast"", ""companies_act_1967_c8232023ef_chunk_0449_ast"", ""companies_act_1967_c8232023ef_chunk_0457_ast"", ""companies_act_1967_c8232023ef_chunk_0615_ast"", ""companies_act_1967_c8232023ef_chunk_0618_ast"", ""companies_act_1967_c8232023ef_chunk_0762_ast"", ""companies_act_1967_c8232023ef_chunk_0821_ast"", ""companies_act_1967_c8232023ef_chunk_0822_ast"", ""companies_act_1967_c8232023ef_chunk_1002_ast"", ""companies_act_1967_c8232023ef_chunk_1003_ast"", ""companies_act_1967_c8232023ef_chunk_1004_ast"", ""companies_act_1967_c8232023ef_chunk_1005_ast"", ""companies_act_1967_c8232023ef_chunk_1071_ast"", ""companies_act_1967_c8232023ef_chunk_1127_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_ac50e91e8a3e,What must business do about obtain consent?,"[""consent"", ""obtain consent"", ""business"", ""data protection"", ""liability"", ""individual"", ""offence"", ""foreign company"", ""comply with obligation"", ""personal data""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0074_ast"", ""companies_act_1967_c8232023ef_chunk_0103_ast"", ""companies_act_1967_c8232023ef_chunk_0212_ast"", ""companies_act_1967_c8232023ef_chunk_0256_ast"", ""companies_act_1967_c8232023ef_chunk_0454_ast"", ""companies_act_1967_c8232023ef_chunk_0572_ast"", ""companies_act_1967_c8232023ef_chunk_0573_ast"", ""companies_act_1967_c8232023ef_chunk_0647_ast"", ""companies_act_1967_c8232023ef_chunk_0828_ast"", ""companies_act_1967_c8232023ef_chunk_0850_ast"", ""companies_act_1967_c8232023ef_chunk_1008_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0047_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0053_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0081_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0087_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_bab307a47dbc,What must business do about process data?,"[""default penalty"", ""electronic communication"", ""process data"", ""business"", ""offence""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0052_ast"", ""companies_act_1967_c8232023ef_chunk_0620_ast"", ""companies_act_1967_c8232023ef_chunk_0626_ast"", ""companies_act_1967_c8232023ef_chunk_0891_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_f96e0666bd0b,What must business do about retain records?,"[""offence"", ""enforcement"", ""retain records"", ""business"", ""liability"", ""accounting corporation"", ""accounting entity"", ""accounting firm"", ""accounting limited liability partnership"", ""Accounting Standards"", ""accounting transaction"", ""transfer""]",cross_border_data_transfer,unknown,"[""companies_act_1967_c8232023ef_chunk_0035_ast"", ""companies_act_1967_c8232023ef_chunk_0043_ast"", ""companies_act_1967_c8232023ef_chunk_0422_ast"", ""companies_act_1967_c8232023ef_chunk_0485_ast"", ""companies_act_1967_c8232023ef_chunk_0488_ast"", ""companies_act_1967_c8232023ef_chunk_0666_ast"", ""companies_act_1967_c8232023ef_chunk_0667_ast"", ""companies_act_1967_c8232023ef_chunk_0670_ast"", ""companies_act_1967_c8232023ef_chunk_0731_ast"", ""companies_act_1967_c8232023ef_chunk_0732_ast"", ""companies_act_1967_c8232023ef_chunk_0739_ast"", ""companies_act_1967_c8232023ef_chunk_0740_ast"", ""companies_act_1967_c8232023ef_chunk_0741_ast"", ""companies_act_1967_c8232023ef_chunk_0778_ast"", ""companies_act_1967_c8232023ef_chunk_0830_ast"", ""companies_act_1967_c8232023ef_chunk_0839_ast"", ""companies_act_1967_c8232023ef_chunk_0840_ast"", ""companies_act_1967_c8232023ef_chunk_1021_ast"", ""companies_act_1967_c8232023ef_chunk_1022_ast"", ""companies_act_1967_c8232023ef_chunk_1023_ast"", ""companies_act_1967_c8232023ef_chunk_1024_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_241fdf05a907,What must business do about transfer data?,"[""transfer"", ""transfer data"", ""business"", ""data protection"", ""offence"", ""liability"", ""comply with obligation"", ""company"", ""consent"", ""obtain consent"", ""foreign corporate entity"", ""enforcement""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0011_ast"", ""companies_act_1967_c8232023ef_chunk_0012_ast"", ""companies_act_1967_c8232023ef_chunk_0024_ast"", ""companies_act_1967_c8232023ef_chunk_0031_ast"", ""companies_act_1967_c8232023ef_chunk_0081_ast"", ""companies_act_1967_c8232023ef_chunk_0133_ast"", ""companies_act_1967_c8232023ef_chunk_0144_ast"", ""companies_act_1967_c8232023ef_chunk_0145_ast"", ""companies_act_1967_c8232023ef_chunk_0156_ast"", ""companies_act_1967_c8232023ef_chunk_0231_ast"", ""companies_act_1967_c8232023ef_chunk_0244_ast"", ""companies_act_1967_c8232023ef_chunk_0333_ast"", ""companies_act_1967_c8232023ef_chunk_0336_ast"", ""companies_act_1967_c8232023ef_chunk_0371_ast"", ""companies_act_1967_c8232023ef_chunk_0383_ast"", ""companies_act_1967_c8232023ef_chunk_0390_ast"", ""companies_act_1967_c8232023ef_chunk_0393_ast"", ""companies_act_1967_c8232023ef_chunk_0396_ast"", ""companies_act_1967_c8232023ef_chunk_0397_ast"", ""companies_act_1967_c8232023ef_chunk_0398_ast"", ""companies_act_1967_c8232023ef_chunk_0399_ast"", ""companies_act_1967_c8232023ef_chunk_0400_ast"", ""companies_act_1967_c8232023ef_chunk_0401_ast"", ""companies_act_1967_c8232023ef_chunk_0402_ast"", ""companies_act_1967_c8232023ef_chunk_0403_ast"", ""companies_act_1967_c8232023ef_chunk_0504_ast"", ""companies_act_1967_c8232023ef_chunk_0536_ast"", ""companies_act_1967_c8232023ef_chunk_0537_ast"", ""companies_act_1967_c8232023ef_chunk_0650_ast"", ""companies_act_1967_c8232023ef_chunk_0764_ast"", ""companies_act_1967_c8232023ef_chunk_0765_ast"", ""companies_act_1967_c8232023ef_chunk_0768_ast"", ""companies_act_1967_c8232023ef_chunk_0769_ast"", ""companies_act_1967_c8232023ef_chunk_0773_ast"", ""companies_act_1967_c8232023ef_chunk_0774_ast"", ""companies_act_1967_c8232023ef_chunk_0775_ast"", ""companies_act_1967_c8232023ef_chunk_0776_ast"", ""companies_act_1967_c8232023ef_chunk_0800_ast"", ""companies_act_1967_c8232023ef_chunk_0837_ast"", ""companies_act_1967_c8232023ef_chunk_0847_ast"", ""companies_act_1967_c8232023ef_chunk_0848_ast"", ""companies_act_1967_c8232023ef_chunk_0872_ast"", ""companies_act_1967_c8232023ef_chunk_0879_ast"", ""companies_act_1967_c8232023ef_chunk_0885_ast"", ""companies_act_1967_c8232023ef_chunk_0944_ast"", ""companies_act_1967_c8232023ef_chunk_0945_ast"", ""companies_act_1967_c8232023ef_chunk_1007_ast"", ""companies_act_1967_c8232023ef_chunk_1011_ast"", ""companies_act_1967_c8232023ef_chunk_1012_ast"", ""companies_act_1967_c8232023ef_chunk_1037_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0040_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0041_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
